Book Id,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Roles,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
256461783,Spirit Sprints Book 1,1,"Mercado, Bernie",Editor,"Mercado, Bernie|Torralba, Nina|Dimapilis, Hansel",Author|Author|Illustrator,Penlab Sprint,2023,,,"Bugkang naglayag na, [return]Pilit nagsasagwan pabalik.[return]Bugtong-bugtong is folk magic that summons the spirits of all things, which allows souls to find their final resting place. Shamans use this magic to pacify storms and protect our lands, and Rara Balete is the very last descendant to inherit it. [return]However, unable to accept that those she loves have passed on, Rara refuses to believe her ancestry. But after meeting a cat who takes her to the world of stray spirits, Rara has no choice but to face her role as a shaman.[return]As she goes through a journey of self-discovery, Rara remembers her grandmother's words: That she has to find the one companion spirit bonded to her.[return]Her kasama.",,Spirit Sprints Book 1 by Bernie Mercado (2023),Comic book,184 p.; 8.25 inches,,8.25 inches,,6 inches,8.25 x 6 inches,184,,[2024-01-17],,,92,,"comic, Tagalog",Your library,Tagalog,Tagalog,,[9798987911013],9798987911013,,,,,1,manual entry,[2024-01-18],Hot Tropiks,,31557897,(No name),,,
256525403,Katipunera Warrior Storming Flow,1,"Mercado, Bernie",Author,"Torralba, Nina|Torralba, Nina|Dimapilis, Hansel|Sampay",Author|Translator|Letters|Illustrator,Penlab Sprint,2023,,,"Tabi tabi po. Ancestors, allow us safe passage.[return]In a re-imagined colonial Philippines, demonic apes said to be offsprings of our colonizers and our native ancestors roam our lands. A child, born from both, is branded as a demon child and cast out by the barrio folk to the birthplace of these demons they call bakulaw. [return]After the child meets the bakulaw progeny of an ancestor, a sleeping ancestral curse awakens, threatening the destruction of her barrio. To stop it, she must become a Makatao, a spirit warrior who has become one with their forest spirit ancestor.[return]This is the story of Andrea, a child whose ancestors are both the colonizers and the colonized, and how she comes into her own passing through a world held back by generational curses.",,Katipunera Warrior Storming Flow by Bernie Mercado (2023),Comic book,192 p.; 8.25 inches,,8.25 inches,,5.75 inches,8.25 x 5.75 inches,192,,[2024-01-17],,,93,,"comic, English, Penlab",Your library,English,,,[979987911068],979987911068,,,,,1,manual entry,[2024-01-19],Hot Tropiks,,31559517,(No name),,,
256525879,Ang Kagila-Gilalas Na Pakikipagsapalaran Ni Zsazsa Zaturnnah,1,"Vergara, Carlo",Creator,,,19th Avenida Publishing House,2023,,,"Huwag mo nang itanong kung bakit...[return]A mysterious stone falls from the heavens, granting Ada the ability to transform into Zaturnnah, a superhuman warrior endowed with uncanny strength and remarkable beauty. As Zaturnnah, Ada defends a small town from rampaging zombies, power-tripping extraterrestrial amazons, and… well, you know the drill.  [return]Adding color to this simple but riotous tale is the fact that Ada is a homosexual, proprietor of his own quaint beauty salon. With his frilly-mouthed assistant Didi and his objet d’amour Dodong, Ada reinforces his belief in acknowledging the decisions of destiny, and begins to explore the potential fullness of life.",,Ang Kagila-Gilalas Na Pakikipagsapalaran Ni Zsazsa Zaturnnah by Carlo Vergara (2023),Comic book,158 p.; 10 inches,,10 inches,,7 inches,10 x 7 inches,158,,[2024-01-17],,,94,,"comic, mature content, Tagalog",Your library,Tagalog,Tagalog,PN6790 P64 Z73,[9786218264182],"9786218264182, 6218264181",,741.5959,"Asian > Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > Southeast Asian > The arts",,1,manual entry,[2024-01-19],Hot Tropiks,,432314,(No name),,,
256526038,Zsazsa Zaturnnah sa Kalakhang Maynila,1,"Vergara, Carlo",Creator,,,19th Avenida Publishing House,2022,,,"Aling pag-ibig pa ang hihigit kaya?[return]After defeating a giant frog, a horde of zombies, and the extraterrestrial Amazonistas, small-town beautician Ada begins a new chapter by moving to the big city with hunky Dodong, and taking up residence in the old house of his friend Gwyneth. Not only does earning his keep prove more difficult, Ada also finds himself dealing with a haunting past, the return of the Zaturnnah stone, new enemies and allies, startling revelations, true confessions, and the prospect of a new—and complicated—romance. Can Ada survive a place that seeks to wear out his mind, his body, and his heart?",,Zsazsa Zaturnnah sa Kalakhang Maynila by Carlo Vergara (2022),Comic book,286 p.; 10 inches,,10 inches,,7 inches,10 x 7 inches,286,,[2024-01-17],,,95,,"comic, mature content, Tagalog",Your library,Tagalog,Tagalog,PN6790.P53 V479,[9786218264137],"9786218264137, 6218264130",,,,,1,manual entry,[2024-01-19],Hot Tropiks,,12306309,(No name),,,
256526201,Dead Balagtas Mga Sayaw ng Dagat at Lupa,1,"Kampilan, Emiliana",Creator,,,Anino Comics,2019,,,"Ang Dead Balagtas ang una at pinakamalikhaing komiks tungkol sa mahaba at makulay na kasaysayan ng Filipinas.   [return]Sa unang tomong ito, isasalaysay ng isang maalam na babaylan ang pagsilang ng santinakpan mula sa mainit na pagmamahalan ni Tungkung Langit at Laon Sina. Saksihan ang pagbangon ng mga kontinente, ang banggaan ng mga karagatan, ang pag-iibigan ng dagat at lupa—mga puwersang bumuo at patuloy na humuhulma sa ating tahanan at bayan, ang Filipinas.",,Dead Balagtas Mga Sayaw ng Dagat at Lupa by Emiliana Kampilan (2019),Comic book,124 p.; 12 x 8 inches,,8 inches,,12 inches,8 x 12 inches,124,,[2024-01-17],,,96,,"comic, 16+, Tagalog",Your library,Tagalog,Tagalog,DS664 .K36,[9789715087186],"9789715087186, 9715087183",,,,,1,manual entry,[2024-01-19],Hot Tropiks,,22960762,(No name),,,
257267745,Sixty Six,1,"Molina, Russell",,,,,,,,"The story of Celestino Cabal. His birthday has just passed. He received a gift that he now gets to open, bit by bit. As the old saying goes, “Better late than never.”[return][return]Kuwento ni Celestino Cabal. Kabebertdey niya lang. Mayroon siyang natanggap na regalo na ngayo’y unti-unti niyang binubuksan. Ika nga ng matatanda, “Huli man daw at magaling, maihahabol din.”",,Sixty Six by Russell Molina,Comic book,,,,,,,,,,,,97,,"comic, Tagalog",Your library,Tagalog,Tagalog,,[9789715085601],"9789715085601, 9715085601",,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,manual entry,[2024-01-28],,,23408398,(No name),,,
257276305,Ang Bangin Sa Ilalim ng Ating Mga Paa,1,"Vivo Jr., Ronaldo",Author,,,,,,,"Agad na kinontak ni Reynold ‘‘Rey’’ Ventura, isang hardware owner, ang mga kaibigan ng anak niyang si Alison, isang gabing hindi ito umuwi. Pero lahat sila, walang ideya kung saan ito naroon.[return][return]Mula sa isang unsent message ng anak sa Facebook Messenger, sisimulang pagtagpi-tagpiin ni Rey ang mga pangyayari. Sa tulong ng matalik na kaibigang si Benjo, isang ‘‘BPO Yakuza’’ kung tagurian, tutuntunin nila ang kinaroroonan ni Alison. Sa biyaheng ito, matutuklasan nila ang tunay na silbi ng martilyo.",,Ang Bangin Sa Ilalim ng Ating Mga Paa by Ronaldo Vivo Jr.,Paperback,228 p.; 8.5 inches,,8.5 inches,,5.5 inches,8.5 x 5.5 inches,228,,,,,98,,"Tagalog, mature content",Your library,Tagalog,Tagalog,,[9786218264175],"9786218264175, 6218264173",,,,,1,manual entry,[2024-01-29],,,31613713,(No name),,,
257293030,The Filipino Child (Ang Batang Pinoy): Healthy and Respectful /Malusog at Magalang,1,"Suzara-Cheng, Jennifer",Author,"Basbas, Fer",Illustrator,"Www.Filam-Ecograndma.com (2023), 26 pages",2023,,,"This book, Ang Batang Pinoy (The Filipino Child), is dedicated to the children of Filipino descendants all over the world. It revolves around the traits that she has experienced while growing up in the Philippines. More importantly, she invites all the parents, grandparents and extended families to serve as the bridge in passing along our language and culture to the next generation.[return][return][return][return]""Ang hindi marunong[return][return]magmahal sa sariling wika[return][return]ay higit pa sa hayop at[return][return]malansang isda""[return][return][return][return]He who does not love his[return][return]own language is worse[return][return]than an animal and smelly fish[return][return]-Dr. JOSE RIZAL[return][return]Purchased at https://www.filam-ecograndma.com/",,The Filipino Child (Ang Batang Pinoy): Healthy and Respectful /Malusog at Magalang by Jennifer Suzara-Cheng (2023),Paperback,26 p.; 9 inches,0.13 pounds,9 inches,0.07 inches,6 inches,9 x 6 x 0.07 inches,26,,,,,99,,,Your library,English,English,,[9798989047000],9798989047000,,,,,1,amazon.com books,[2024-01-29],,,31309133,(No name),Available @ Jamba (Old Pasadena),4/21/2024,
257313469,Dear America: Young Readers’ Edition: The Story of an Undocumented Citizen,1,"Vargas, Jose Antonio",Author,,,HarperCollins,2020,,,"Jose Antonio Vargas was only twelve years old when he was brought to the United States from the Philippines to live with his grandparents. He didn’t know it, but he was sent to the U.S. illegally.[return][return]When he applied for a learner’s permit, he learned the truth, and he spent the next almost twenty years keeping his immigration status a secret. Hiding in plain sight, he was writing for some of the most prestigious news organizations in the country. Only after publicly admitting his undocumented status—risking his career and personal safety—was Vargas able to live his truth.[return][return]This book asks questions including, How do you define who is an American? How do we decide who gets to be a citizen? What happens to those who enter the U.S. without documentation?[return][return]By telling his personal story and presenting facts without easy answers, Jose Antonio Vargas sheds light on an issue that couldn’t be more relevant.",,Dear America: Young Readers’ Edition: The Story of an Undocumented Citizen by Jose Antonio Vargas (2020),Paperback,144 p.; 7.62 inches,0.22 pounds,7.62 inches,0.29 inches,5.12 inches,7.62 x 5.12 x 0.29 inches,144,,,,,100,,,Your library,English,English,PN4874.V37 A3,[9780062914590],"9780062914590, 0062914596",,304.8,Factors affecting social behavior > Movement of people > Social Sciences; Sociology and anthropology > Social sciences,,1,amazon.com books,[2024-01-29],,,22686287,(No name),Available @ Jamba (Old Pasadena),4/21/2024,
257313956,Doobiedoo Asks,1,Eloriaga-Amago Bambi,Author,,,,,,,"What do you call it when two spiders get married? A WEBBING![return]Doobiedoo Asks funny (and pun-ny!) questions. One day, he asks Mom and Dad a rather unusual one: “What is wrong with me?” Determined to help Doobie out, they discover he is on the autism spectrum. But how can first-time parents overcome unexpected challenges to help their son gain the confidence to succeed in school, and go back to being the happy pun-ny boy everyone loves?",,Doobiedoo Asks by Eloriaga-Amago Bambi,Comic book,,,,,,,112,,,,,101,,"comic, English",Your library,English,,,[9786219564168],"9786219564168, 6219564162",,,,,1,manual entry,[2024-01-29],,,28698132,"K., Ashley",Checked out,4/6/2024,5/5/2024
257314256,Bahay-kubo,1,"Acuña, Pergylene",,,,"Quezon City, Philippines : Adarna House, [2012]",2012,,,"This well-loved Filipino song has been put to print a number of times over the past years. What makes this particular edition unique is that it is made especially for young children – the format and the method in which it is illustrated appeals to the very audience that the song is taught to.[return][return]Bahay Kubo by Adarna House is the kind of book that can grow with a child. Its whimsical illustrations invite young readers to explore every page and, through each line and phrase, helps plant the seeds of our culture in the young minds of today.",,Bahay kubo by Pergylene Acuña (2012),Paper Book,13 cm,,13 cm,,,13 cm,,,,,,102,,,Your library,Tagalog,,,[9789715084093],"9789715084093, 9715084095",Vegetables Children's picture books,FILIPINO jBOARD,,,1,"San Francisco Public Library (San Francisco, CA)",[2024-01-29],,,19844467,"L., Kathleen",Checked out,4/6/2024,5/4/2024
257316048,"Saan ka, Ligaya?",1,"Berron, Karla",Author,,,,,,,Saan papunta si Ligaya? At sino ang kasama niya? Sama din tayo![return]Where is Ligaya going? And who is she going with? Let's join them!,,"Saan ka, Ligaya? by Karla Berron",Board book,,,,,,,,,,,,103,,"board book, Tagalog, English translation in back",Your library,"Tagalog, English",,,[9781739884604],"9781739884604, 1739884604",,,,,1,manual entry,[2024-01-29],,,31355571,"L., Louis",Checked out,4/6/2024,5/5/2024
257316097,A is for Adobo: ABCs of Filipino Culture,3,"Reyes, G.M.",Author,"A, Twinkle",Illustrator,"Independently published (2022), 62 pages",2022,,,"A rhyming ABC book that takes you on a journey through Filipino food, landmarks, and items. Visit B as in Boracay, eat L as in Lumpia, and ride a J as in Jeepney in this fun, educational book for Filipino children, or for anyone who wants to learn more about Filipino culture!",,A is for Adobo: ABCs of Filipino Culture by G.M. Reyes (2022),Paperback,62 p.; 10 inches,0.4299014109 pounds,10 inches,0.15 inches,8 inches,10 x 8 x 0.15 inches,62,,,,,104,,,Your library,English,English,,[9798362510480],9798362510480,,,,,1,amazon.com books,[2024-01-29],,,30938879,"V, Darren",Checked out,3/10/2024,3/24/2024
257715576,Sandangaw : a Waray tale = Hi Sandangaw : usa nga susumaton,1,"Oyzon, Voltaire Q.",,"Alunan, Merlie M.|Sunga, Ray|Ramos, Firie Jill T.",Translator.|Illustrator.|Translator.,Sari-Sari Storybooks,2019,,,"Little Sandangaw might just be a handspan tall, but he wants to do all the things that bigger children do. If only his family weren’t so afraid he’d be blown away, dragged, or stepped on! When the village magic woman tells him to visit the Eagle of Mt. Danglay for help, Sandangaw learns what it takes to grow.",,Sandangaw : a Waray tale = Hi Sandangaw : usa nga susumaton by Voltaire Q. Oyzon (2019),Paper Book,28 p.; 26 cm,,26 cm,,,26 cm,28,2018967686,[2024-02-03],,,105,,,Your library,"English, Waray",Waray,PZ7.O89 S3,[9781733533508],"9781733533508, 1733533508",Children Conduct of life Juvenile fiction|Conduct of Life Juvenile Fiction|Conduct of Life Juvenile fiction|Conduct of life Juvenile Fiction|Conduct of life Juvenile fiction|Eagles Fiction|Eagles Juvenile fiction|Maturation (Psychology) Juvenile fiction|Resourcefulness Fiction|Resourcefulness Juvenile fiction,,,,1,"San Francisco Public Library (San Francisco, CA)",[2024-02-05],,,24915338,"G, Ana",Checked out,3/10/2024,3/24/2024
257715796,Kalipay and the Tiniest Tiktik : a Cebuano Tale,1,"Newhard, Christina",Author,"Garaje, Happy|Bering, Jona Branzuela",Illustrator.|Translator.,Sari-Sari Storybooks,2017,,,"Daydreaming comes easily to Kalipay, but she doesn’t know how to make bullies leave her alone. One day, she makes an unusual new friend in Gamay, who tells the school bully, Juan, to stop teasing Kalipay. Other children are afraid of Gamay—her strange tongue, split body, and bat wings—but Kalipay is fascinated by the things that make her new friend different. Together they learn how friendship can overcome differences and create happiness for everyone. This book is in English and Cebuano.",,Kalipay and the Tiniest Tiktik : a Cebuano Tale by Christina Newhard (2017),Paper Book,26 cm,,26 cm,,,26 cm,,2017903620,[2024-02-03],,,106,,,Your library,"English, Cebuano",,PZ7.N49 K,[9780997864137],"9780997864137, 0997864133","Animals, Mythical Juvenile fiction|Animals, mythical Juvenile fiction|Bullies and bullying|Bullying Juvenile fiction|FRIENDSHIP FICTION|Friendship FICTION|Friendship FIction|Friendship Fiction|Friendship Juvenile Fiction|Friendship Juvenile fiction|Friendship fiction|Friendship juvenile fiction|Individual differences Juvenile fiction|Mythical animals Fiction|Play Fiction|Play Juvenile fiction|Play fiction|friendship fiction",,,,1,"San Francisco Public Library (San Francisco, CA)",[2024-02-05],,ocn981991549,24915331,"R, Melanie",Checked out,3/3/2024,3/17/2024
257715883,Pitong Tsinelas,1,"Reyes, Divine Gil",Author,"Catindig, Benjor",Illustrator,"Ilaw ng Tahanan Publishing, Inc.",2018,,,"Pitong Tsinelas is a story about coming together despite our differences. Its charming story of inclusivity and acceptance will resonate with children and parents from all walks of life.[return]Originally developed by Tahanan Books for Young Readers in collaboration with the Save The Children Philippines under its First Read program, Pitong Tsinelas was created to help kids from 1 to 4 years old learn how to count through the concept of inclusivity. It’s never too early to introduce children to relevant social issues. After all, it takes a village to raise a child.",,Pitong Tsinelas by Divine Gil Reyes (2018),Board book,,,,,,,,,[2024-02-03],,,107,,,Your library,Tagalog,Tagalog,,[9786214220175],"9786214220175, 6214220171",,,,,1,amazon.com books,[2024-02-05],,,23163889,(No name),,,
257715999,Rom-rom Counts to Ten: An English/Filipino Counting Book,1,"Similar, Rowena",Author,"Del Rosario, Jhucel",Illustrator,Independently published,2021,,,"Rom-rom brings a Polaroid camera to document his first trip to the Philippines. His mission is to photograph interesting places, items, and delicious food unique to the country. Count one jeepney (isang dyipni), two mangoes (dalawang mangga), and three tricycles (tatlong traysikel) with Rom-rom. Explore the Philippines with your little ones as they count from 1 to 10 in English and Filipino.",,Rom-rom Counts to Ten: An English/Filipino Counting Book by Rowena Similar (2021),Paperback,29 p.; 8.5 inches,0.21 pounds,8.5 inches,0.07 inches,8.5 inches,8.5 x 8.5 x 0.07 inches,29,,[2024-02-03],,,108,,,Your library,"English, Tagalog",English,,[9798710871959],9798710871959,,,,,1,amazon.com books,[2024-02-05],,,31653045,(No name),Available @ Jamba (Old Pasadena),4/21/2024,
257716481,Sayaw ng mga kamay,1,"Que, Joanna",,"Alvarez, Fran",Illustrator.,"[Quezon City, Philippines] : Adarna House, 2020.",2020,,,Sayaw ng mga Kamay is an uplifting story about a friendship overcoming disability barriers with Filipino Sign Language.,,Sayaw ng mga kamay by Joanna Que (2020),Paper Book,31 p.; 29 cm,,29 cm,,,29 cm,31,,,,,109,,,Your library,Tagalog,,,[9789715088268],"9789715088268, 9715088260",Dance Fiction|Dance for children Juvenile fiction|Hand Movements Juvenile fiction,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,"San Francisco Public Library (San Francisco, CA)",[2024-02-05],,,31653134,(No name),,,
257717282,Jalal and the Lake : a Meranaw Tale,1,"Usman, Hanna",,,,Sari-Sari Storybooks,2023,,,"In Jalal’s small village, everyone celebrates the bounty and beauty of their vast lake. Everyone, that is, except Jalal. Jalal doesn’t notice the lake, its bounty, or his people’s wishes. His only desire is to own the magical, puffy clouds in the sky. When strange men come to the village and offer to grant his wish, Jalal finally learns what the lake means to his people.",,Jalal and the Lake : a Meranaw Tale by Hanna Usman (2023),Hardcover,,,,,,,,,[2024-02-03],,,110,,,Your library,"English, Philippine (Other)",,,[9781733533522],"9781733533522, 1733533524",,,,,1,manual entry,[2024-02-05],,,31653183,"G, Ana",Checked out,3/10/2024,3/24/2024
257719087,Melo the Umang-boy : an Ivatan tale,1,"Sarmiento-Co, Alyssa",,"Newhard, Christina|Portez, Jaypee|Valiente, Criselda",Author.|Illustrator.|Translator.,"[Brooklyn, New York] : Sari-Sari Storybooks, 2017.",2017,,,"Melo is a painfully shy little boy living with his grandmother and uncle. One day he visits a magical, busy city on the bottom of the ocean, filled with talking sea creatures. Disaster strikes the city, and he must overcome his shyness to help the sea creatures rebuild. This book is bilingual, in English and Ivatan.",,Melo the Umang-boy : an Ivatan tale by Alyssa Sarmiento-Co (2017),Paper Book,26 cm,,26 cm,,,26 cm,,2016912480,[2024-02-03],,,111,,,Your library,"English, Philippine (Other)",,PZ8.1.S276 2016,[9780997864106],"9780997864106, 0997864109",Bashfulness Fiction|Bashfulness in children Juvenile fiction|Boys Fiction|Boys Juvenile fiction|Cities and towns Fiction|Cities and towns Juvenile fiction|Marine Animals fiction|Marine animals Fiction|Marine animals Juvenile Fiction|Marine animals Juvenile fiction,398.2/73/09599[E],"Customs, Etiquette, Folklore > Folk literature > Folklore > Social sciences",,1,"San Francisco Public Library (San Francisco, CA)",[2024-02-05],,,24915336,(No name),,,
257721304,Modista ang Tatay ko,1,"Tepace, Alita",Author,"Maramba, Quinnie",Illustrator,,,,,"This book is about the story of Judy and her dressmaker father. Judy’s classmates are amused about how good her father is in making dresses for women. However, they questioned the role of her father in her family just because of his job. Judy felt sad and asked his father about this. Her father then explained to her what is more important than prescribing the roles of man and woman in the society.",,Modista ang Tatay ko by Alita Tepace,Paperback,,,,,,,28,,[2024-02-03],,,112,,,Your library,"Tagalog, English",,,[9789710745166],"9789710745166, 9710745166",,,,,1,manual entry,[2024-02-05],,,31653654,(No name),,,
257721460,Si Faisal at si Farida,1,"Garlitos, Rhandee",Author,"Garanchon, Tinsley",Illustrator,,,,,"Para sa mga kaibigan nila, sina Faisal at Farida ay tila nababalot ng misteryo. Bakit laging may dalang kakaibang puting libro si Faisal? Bakit lagi nakatakip ang ulo ni Farida? Nilalarawan ng Si Faisal at si Farida ang pagkahalina ng bata sa mga taong iba ang kultura, sa isang kalugod-lugod na kuwento ng pag-unawa at pagkakaibigan. Itinuturo rin sa kuwentong ito ang pagiging bukas ng isipan pagdating sa pagkaka-iba-iba ng bawa’t isa.",,Si Faisal at si Farida by Rhandee Garlitos,Paperback,,,,,,,,,[2024-02-03],,,113,,,Your library,"Tagalog, English",,,[9789710151257],"9789710151257, 9710151258",,,,,1,manual entry,[2024-02-05],,,31653667,(No name),,,
257721570,Si Ayen at ang Pinakamagandang Pangalan,1,"Pulido, Heather Ann F.",Author,"Abreu, Juno",Illustrator,,,,,"Ayen has a long list of beautiful names. She uses one of these names every time she plays. For some reason though, she doesn’t like to use her real name. Her classmates and friends even tease Ayen about it. That was until her mother comes up with the beautiful reason behind Ayen’s name.",,Si Ayen at ang Pinakamagandang Pangalan by Heather Ann F. Pulido,Paperback,,,,,,,28,,[2024-02-03],,,114,,,Your library,"Tagalog, English",,,[9789710745241],"9789710745241, 9710745247",,,,,1,manual entry,[2024-02-05],,,31653687,(No name),,,
257721798,May Lakad Kami ni Tatay,1,"Evasco, Eugene Y.",Author,"Sabas, Brent",Illustrator,,,,,Father and son are going on a trip. Where are they going? What are they going to do? This book reminds children the importance of exercise in having a healthy mind and body. It also introduces different models who may serve as examples in relation to fitness and active lifestyle.,,May Lakad Kami ni Tatay by Eugene Y. Evasco,Paperback,,,,,,,28,,[2024-02-03],,,115,,,Your library,"Tagalog, English",,,[9789710151721],"9789710151721, 971015172X",,,,,1,manual entry,[2024-02-05],,,18301286,(No name),,,
257721980,Ang Kahon ng Pabaon,1,"Evasco, Eugene Y.",Author,"Penaflorida, Tokwa S.",Illustrator,,,,,"Ipinapakita sa librong ito ang paraan ng isang bata upang makapagtabi ng mga munti at masasayang alaala para sa isang kaibigang lilipat ng bansa. Ibinabahagi ng kuwentong ito na sa pagkakaibigan, hindi alintana ang panahon at distansiya.",,Ang Kahon ng Pabaon by Eugene Y. Evasco,Paperback,,,,,,,28,,[2024-02-03],,,116,,,Your library,"Tagalog, English",,,[9789710742882],"9789710742882, 9710742884",,,,,1,manual entry,[2024-02-05],,,31653718,(No name),,,
257732184,"PAGTULOG NA, NENE",1,"Alegre, Hermes",Illustrator,"Alegre, Hermes",Illustrator,TAHANAN BOOKS,2017,,,"“Pagtulog na, Nene” is a gentle lullaby from the Hiligaynon-speaking people of Panay Island in western Visayas, Philippines. The name “Nene” is a term of endearment for a female child or a young woman in the Visayas, and even in Luzon. Today, the song is frequently rendered in arranged choral style because of its sweet melody and flowing rhythm. It is possible that there are other versions of this lullaby, since folk songs are an oral tradition. They are shaped and reshaped over time by the people that sing them.",,"PAGTULOG NA, NENE by Hermes Alegre (2017)",Paperback,,,,,,,,,[2024-02-03],,,117,,,Your library,"Hiligaynon, English",,,[9786214220137],"9786214220137, 6214220139",,781.62992122,Folk music {equally instrumental and vocal} > General principles and musical forms > Music > Pacific > The arts > Traditions of music,,1,amazon.com books,[2024-02-05],,,23359115,(No name),,,
257732608,Sali Ako!,1,"Reyes, Alyssa",Author,"Espiritu, Iori",Illustrator,,,,,"Naiiba sina Puti at Itim sa mga hayop sa kagubatan. Ang isa ay masyadong maliit, at ang isa naman ay masyadong malaki. Makahanap kaya sila ng kalaro at kaibigan kahit kakaiba ang kanilang anyo?",,Sali Ako! by Alyssa Reyes,Paperback,,,,,,,32,,[2024-02-03],,,118,,,Your library,Tagalog,Tagalog,,[9789712735790],"9789712735790, 9712735796",,,,,1,manual entry,[2024-02-05],,,31654639,"R., Jett",Checked out,4/6/2024,5/5/2024
257736437,"Si Tasha, ang Mamag na Maikli ang Pasensiya",1,"Tejido, Jomike",Author,,,,,,,"Tasha's patience is really short. She easily gets annoyed when she doesn't get what she wants. With the help of her mother, Tasha learns simple ways to calm down during stressful situations.",,"Si Tasha, ang Mamag na Maikli ang Pasensiya by Jomike Tejido",Paperback,,,,,,,19,,[2024-02-03],,,119,,,Your library,"Tagalog, English",,,[9789712735356],"9789712735356, 9712735354",,,,,1,manual entry,[2024-02-05],,,31654992,(No name),,,
257736520,Pag-uwi ni Mommy,1,"Contreras-Cabrera, Manuelita",,,,Chikiting Books.,2019,,,"This is about Karla whose mother is working abroad. She grew up with her lola and tita. One day, her lola tells her that her mother is finally coming home. Karla doesn’t know what to feel about the news. She thought of the words that her classmates say about her mother. Despite this, Karla reminds herself of how much her mother loves her and couldn’t wait for her return.",,Pag-uwi ni Mommy by Manuelita Contreras-Cabrera (2019),Paper Book,,,,,,,,,,,,120,,,Your library,"Tagalog, English",,,[9789710745159],"9789710745159, 9710745158",,,,,1,"San Francisco Public Library (San Francisco, CA)",[2024-02-05],,,31654995,(No name),,,
257736622,Superwoman si Inay!,1,"Matias Jr., Segundo D.",,,,Lampara Publishing House,2009,,,"Kilalang-kilala si Nanay Doris sa buong baryo dahil marunong siyang mag-manicure at pedicure. Kilala rin siya dahil sa kanyang bayong na punung-puno ng mga bagay na itinitinda niya nang pahulugan.[return]Ngunit higit pa roon ang kaya niyang gawin. Bilang nanay, may katangian si Nanay Doris kung bakit kayang-kaya niyang ibigay ang lahat ng hinihingi ng kanyang mga anak.[return]Basahin sa kuwentong ito kung bakit ang galing-galing talaga ni Nanay Doris.[return][return][return]Mommy Doris is well known in town because she does manicures and pedicures.[return]She is also popular of her big bayong filled with items she sells on installment basis. But she can also do better. As a mother, Mommy Doris has a quality that makes her capable of providing anything her children need.[return]Read in this story why Mommy Doris is really awesome.",,Superwoman si Inay! by Segundo D. Matias Jr. (2009),Paperback,,,,,,,32,2013307060,[2024-02-03],,,121,,,Your library,"Tagalog, English",,,[9789715183895],"9789715183895, 9715183891",,,,,1,"Library of Congress (Washington, DC)",[2024-02-05],,,27083474,"Cyndi T, Child of",Checked out,4/7/2024,5/5/2024
257736823,Amina and the city of flowers = Si Amina y el cuidad de maga flores : a Chavacano tale/un cuento Chavacano,1,"Newhard, Christina",,"Bautista, Robbie|Pantaleta, Floraime",Illustrator.|Translator.,Sari-Sari Storybooks,2017,,,"Amina, a young Yakan weaver, is homesick for Basilan, but she finds inspiration for her loom in the diversity and color of her new home, Zamboanga City.",,Amina and the city of flowers = Si Amina y el cuidad de maga flores : a Chavacano tale/un cuento Chavacano by Christina Newhard (2017),Paperback,26 cm,,26 cm,,,26 cm,,2017903621,[2024-02-03],,,122,,,Your library,"English, Philippine (Other)",,PZ7.N49 A,[9780997864168],"9780997864168, 0997864168",Multiculturalism|Multiculturalism Philippines Fiction|Multiculturalism Philippines Juvenile fiction|PHILIPPINES|Philippines|REFUGEES|Refugees|Refugees Philippines Fiction|Refugees Philippines Juvenile fiction|Weavers|Weavers Philippines Fiction|Weavers Philippines Juvenile fiction|Zamboanga City (Philippines) Fiction|Zamboanga City (Philippines) Juvenile fiction|multiculturalism|philippines|refugees,,,,1,"University of Michigan (Ann Arbor, MI)",[2024-02-05],,,24915329,"K., Ashley",Checked out,4/6/2024,5/5/2024
257736970,Every Sunday Tuwing Linggo,1,"Gonzalez, Och",Author,"Reynaldo, Cj",Contributor,"Kahel Press (2020), 32 pages",2020,,,"Kuya Berto, the ice cream vendor, is really cool! I want to be friends with him but I don't know how to talk to him. He can't hear and I also don't know sign language. How can we be friends?",,Every Sunday Tuwing Linggo by Och Gonzalez (2020),Paperback,32 p.; 8 inches,0.18959754532 pounds,8 inches,0.09 inches,8 inches,8 x 8 x 0.09 inches,32,,[2024-02-03],,,123,,,Your library,"English, Tagalog",English,,[971625444X],"971625444X, 9789716254440",,,,,1,amazon.com books,[2024-02-05],,,29328991,(No name),,,
